sample_name	PC1	PC2	module
MLL_10776	3.870009381984134	-5.7378018878698915	Mod0 (grey)
MLL_10777	-5.5942660814916625	-2.3676134192512923	Mod0 (grey)
MLL_10780	-1.7258115251604567	0.596651888328829	Mod0 (grey)
MLL_10783	-5.52996855051206	-3.4613428305144085	Mod0 (grey)
MLL_10784	6.965942839860635	-8.214846991041341	Mod0 (grey)
MLL_10785	-2.282274875574934	6.122061680246025	Mod0 (grey)
MLL_10786	2.0609302966827454	-3.6093160621777067	Mod0 (grey)
MLL_10787	0.1046673651612294	-1.2951684095154452	Mod0 (grey)
MLL_10792	0.09398966883501444	5.642917211511341	Mod0 (grey)
MLL_10794	7.156349594502453	-0.05997763968400181	Mod0 (grey)
MLL_10795	2.1214927547112996	-1.0928208467680285	Mod0 (grey)
MLL_10798	0.5965291523304289	6.245220318249787	Mod0 (grey)
MLL_10800	6.476339945249068	-3.757339936704387	Mod0 (grey)
MLL_10801	-1.6982305649530494	-1.6605119549902618	Mod0 (grey)
MLL_10803	0.13376714552397423	-2.9706329839364667	Mod0 (grey)
MLL_10807	1.5861189713368946	4.091267892324127	Mod0 (grey)
MLL_10811	-4.330543456915746	1.4821338329880855	Mod0 (grey)
MLL_10814	-0.882711940234919	2.0357624541796664	Mod0 (grey)
MLL_10815	-4.654569800616947	-0.9801836703932216	Mod0 (grey)
MLL_10816	0.027424455735729547	-1.492444308142703	Mod0 (grey)
MLL_10818	8.270560740709568	-1.4589715890202182	Mod0 (grey)
MLL_10822	-2.8455641473266575	-3.0402846913490262	Mod0 (grey)
MLL_10826	-4.0074739542064375	3.1775598531964846	Mod0 (grey)
MLL_10827	-1.4783861171605335	-3.091784124925465	Mod0 (grey)
MLL_10830	-7.512225550195539	6.51327890947334	Mod0 (grey)
MLL_10833	-0.7223392247866818	-1.6534432484808734	Mod0 (grey)
MLL_10836	1.4441018709357372	2.8582904461987035	Mod0 (grey)
MLL_10838	1.970103709786422	-5.758034645458918	Mod0 (grey)
MLL_10839	-2.8917616280641685	-4.038978023624408	Mod0 (grey)
MLL_10840	8.076177555959925	0.0674265371319491	Mod0 (grey)
